filepath,superclass,class
../archive (1)/train/sidecar racing/Image_391.jpg,motor & wheel racing,sidecar racing
../archive (1)/train/figure skating women/Image_392.jpg,ice & snow sports,figure skating women
../archive (1)/train/field hockey/Image_393.jpg,field & team ball sports,field hockey
../archive (1)/train/harness racing/Image_394.jpg,equestrian & animal sports,harness racing
../archive (1)/train/hydroplane racing/Image_395.jpg,water,hydroplane racing
../archive (1)/train/tug of war/Image_396.jpg,combat & strength sports,tug of war
../archive (1)/train/pole climbing/Image_397.jpg,track & field athletics,pole climbing
../archive (1)/train/rollerblade racing/Image_398.jpg,motor & wheel racing,rollerblade racing
../archive (1)/train/parallel bar/Image_399.jpg,gymnastics,parallel bar
../archive (1)/train/figure skating women/Image_400.jpg,ice & snow sports,figure skating women
../archive (1)/train/skydiving/Image_401.jpg,aerial,skydiving
../archive (1)/train/snowmobile racing/Image_402.jpg,ice & snow sports,snowmobile racing
../archive (1)/train/shuffleboard/Image_403.jpg,precision & target sports,shuffleboard
../archive (1)/train/curling/Image_404.jpg,precision & target sports,curling
../archive (1)/train/cricket/Image_405.jpg,field & team ball sports,cricket
../archive (1)/train/disc golf/Image_406.jpg,precision & target sports,disc golf
../archive (1)/train/motorcycle racing/Image_407.jpg,motor & wheel racing,motorcycle racing
../archive (1)/train/swimming/Image_408.jpg,water,swimming
../archive (1)/train/billiards/Image_409.jpg,precision & target sports,billiards
../archive (1)/train/log rolling/Image_410.jpg,water,log rolling
../archive (1)/train/jai alai/Image_411.jpg,court ball sports,jai alai
../archive (1)/train/track bicycle/Image_412.jpg,motor & wheel racing,track bicycle
../archive (1)/train/barell racing/Image_413.jpg,equestrian & animal sports,barell racing
../archive (1)/train/swimming/Image_414.jpg,water,swimming
../archive (1)/train/formula 1 racing/Image_415.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/ice climbing/Image_416.jpg,ice & snow sports,ice climbing
../archive (1)/train/cricket/Image_417.jpg,field & team ball sports,cricket
../archive (1)/train/field hockey/Image_418.jpg,field & team ball sports,field hockey
../archive (1)/train/rowing/Image_419.jpg,water,rowing
../archive (1)/train/field hockey/Image_420.jpg,field & team ball sports,field hockey
../archive (1)/train/ice yachting/Image_421.jpg,ice & snow sports,ice yachting
../archive (1)/train/steer wrestling/Image_422.jpg,combat & strength sports,steer wrestling
../archive (1)/train/pole dancing/Image_423.jpg,gymnastics,pole dancing
../archive (1)/train/disc golf/Image_424.jpg,precision & target sports,disc golf
../archive (1)/train/rollerblade racing/Image_425.jpg,motor & wheel racing,rollerblade racing
../archive (1)/train/ultimate/Image_426.jpg,field & team ball sports,ultimate
../archive (1)/train/weightlifting/Image_427.jpg,combat & strength sports,weightlifting
../archive (1)/train/ice yachting/Image_428.jpg,ice & snow sports,ice yachting
../archive (1)/train/baseball/Image_429.jpg,field & team ball sports,baseball
../archive (1)/train/arm wrestling/Image_430.jpg,combat & strength sports,arm wrestling
../archive (1)/train/archery/Image_431.jpg,precision & target sports,archery
../archive (1)/train/weightlifting/Image_432.jpg,combat & strength sports,weightlifting
../archive (1)/train/football/Image_433.jpg,field & team ball sports,football
../archive (1)/train/volleyball/Image_434.jpg,court ball sports,volleyball
../archive (1)/train/table tennis/Image_435.jpg,court ball sports,table tennis
../archive (1)/train/sailboat racing/Image_436.jpg,water,sailboat racing
../archive (1)/train/golf/Image_437.jpg,precision & target sports,golf
../archive (1)/train/harness racing/Image_438.jpg,equestrian & animal sports,harness racing
../archive (1)/train/rock climbing/Image_439.jpg,combat & strength sports,rock climbing
../archive (1)/train/pole dancing/Image_440.jpg,gymnastics,pole dancing
../archive (1)/train/lacrosse/Image_441.jpg,field & team ball sports,lacrosse
../archive (1)/train/table tennis/Image_442.jpg,court ball sports,table tennis
../archive (1)/train/rollerblade racing/Image_443.jpg,motor & wheel racing,rollerblade racing
../archive (1)/train/roller derby/Image_444.jpg,field & team ball sports,roller derby
../archive (1)/train/field hockey/Image_445.jpg,field & team ball sports,field hockey
../archive (1)/train/pole dancing/Image_446.jpg,gymnastics,pole dancing
../archive (1)/train/chuckwagon racing/Image_447.jpg,equestrian & animal sports,chuckwagon racing
../archive (1)/train/rugby/Image_448.jpg,field & team ball sports,rugby
../archive (1)/train/swimming/Image_449.jpg,water,swimming
../archive (1)/train/football/Image_450.jpg,field & team ball sports,football
../archive (1)/train/curling/Image_451.jpg,precision & target sports,curling
../archive (1)/train/roller derby/Image_452.jpg,field & team ball sports,roller derby
../archive (1)/train/skydiving/Image_453.jpg,aerial,skydiving
../archive (1)/train/nascar racing/Image_454.jpg,motor & wheel racing,nascar racing
../archive (1)/train/rock climbing/Image_455.jpg,combat & strength sports,rock climbing
../archive (1)/train/canoe slamon/Image_456.jpg,water,canoe slamon
../archive (1)/train/javelin/Image_457.jpg,track & field athletics,javelin
../archive (1)/train/horse racing/Image_458.jpg,equestrian & animal sports,horse racing
../archive (1)/train/hang gliding/Image_459.jpg,aerial,hang gliding
../archive (1)/train/judo/Image_460.jpg,combat & strength sports,judo
../archive (1)/train/speed skating/Image_461.jpg,ice & snow sports,speed skating
../archive (1)/train/pommel horse/Image_462.jpg,gymnastics,pommel horse
../archive (1)/train/shot put/Image_463.jpg,track & field athletics,shot put
../archive (1)/train/volleyball/Image_464.jpg,court ball sports,volleyball
../archive (1)/train/water polo/Image_465.jpg,water,water polo
../archive (1)/train/balance beam/Image_466.jpg,gymnastics,balance beam
../archive (1)/train/pole climbing/Image_467.jpg,track & field athletics,pole climbing
../archive (1)/train/motorcycle racing/Image_468.jpg,motor & wheel racing,motorcycle racing
../archive (1)/train/jousting/Image_469.jpg,combat & strength sports,jousting
../archive (1)/train/formula 1 racing/Image_470.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/barell racing/Image_471.jpg,equestrian & animal sports,barell racing
../archive (1)/train/snow boarding/Image_472.jpg,ice & snow sports,snow boarding
../archive (1)/train/bowling/Image_473.jpg,precision & target sports,bowling
../archive (1)/train/surfing/Image_474.jpg,water,surfing
../archive (1)/train/bike polo/Image_475.jpg,motor & wheel racing,bike polo
../archive (1)/train/curling/Image_476.jpg,precision & target sports,curling
../archive (1)/train/log rolling/Image_477.jpg,water,log rolling
../archive (1)/train/speed skating/Image_478.jpg,ice & snow sports,speed skating
../archive (1)/train/tug of war/Image_479.jpg,combat & strength sports,tug of war
../archive (1)/train/frisbee/Image_480.jpg,field & team ball sports,frisbee
../archive (1)/train/formula 1 racing/Image_481.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/tug of war/Image_482.jpg,combat & strength sports,tug of war
../archive (1)/train/sailboat racing/Image_483.jpg,water,sailboat racing
../archive (1)/train/polo/Image_484.jpg,equestrian & animal sports,polo
../archive (1)/train/giant slalom/Image_485.jpg,ice & snow sports,giant slalom
../archive (1)/train/giant slalom/Image_486.jpg,ice & snow sports,giant slalom
../archive (1)/train/skydiving/Image_487.jpg,aerial,skydiving
../archive (1)/train/hang gliding/Image_488.jpg,aerial,hang gliding
../archive (1)/train/rock climbing/Image_489.jpg,combat & strength sports,rock climbing
../archive (1)/train/ice yachting/Image_490.jpg,ice & snow sports,ice yachting
../archive (1)/train/water polo/Image_491.jpg,water,water polo
../archive (1)/train/bobsled/Image_492.jpg,ice & snow sports,bobsled
../archive (1)/train/lacrosse/Image_493.jpg,field & team ball sports,lacrosse
../archive (1)/train/bungee jumping/Image_494.jpg,aerial,bungee jumping
../archive (1)/train/archery/Image_495.jpg,precision & target sports,archery
../archive (1)/train/pole vault/Image_496.jpg,track & field athletics,pole vault
../archive (1)/train/tug of war/Image_497.jpg,combat & strength sports,tug of war
../archive (1)/train/formula 1 racing/Image_498.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/basketball/Image_499.jpg,court ball sports,basketball
../archive (1)/train/uneven bars/Image_500.jpg,gymnastics,uneven bars
../archive (1)/train/roller derby/Image_501.jpg,field & team ball sports,roller derby
../archive (1)/train/curling/Image_502.jpg,precision & target sports,curling
../archive (1)/train/boxing/Image_503.jpg,combat & strength sports,boxing
../archive (1)/train/skydiving/Image_504.jpg,aerial,skydiving
../archive (1)/train/bungee jumping/Image_505.jpg,aerial,bungee jumping
../archive (1)/train/harness racing/Image_506.jpg,equestrian & animal sports,harness racing
../archive (1)/train/hurdles/Image_507.jpg,track & field athletics,hurdles
../archive (1)/train/archery/Image_508.jpg,precision & target sports,archery
../archive (1)/train/speed skating/Image_509.jpg,ice & snow sports,speed skating
../archive (1)/train/figure skating pairs/Image_510.jpg,ice & snow sports,figure skating pairs
../archive (1)/train/hang gliding/Image_511.jpg,aerial,hang gliding
../archive (1)/train/ampute football/Image_512.jpg,field & team ball sports,ampute football
../archive (1)/train/football/Image_513.jpg,field & team ball sports,football
../archive (1)/train/polo/Image_514.jpg,equestrian & animal sports,polo
../archive (1)/train/horse racing/Image_515.jpg,equestrian & animal sports,horse racing
../archive (1)/train/golf/Image_516.jpg,precision & target sports,golf
../archive (1)/train/parallel bar/Image_517.jpg,gymnastics,parallel bar
../archive (1)/train/motorcycle racing/Image_518.jpg,motor & wheel racing,motorcycle racing
../archive (1)/train/cricket/Image_519.jpg,field & team ball sports,cricket
../archive (1)/train/formula 1 racing/Image_520.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/rowing/Image_521.jpg,water,rowing
../archive (1)/train/shot put/Image_522.jpg,track & field athletics,shot put
../archive (1)/train/snow boarding/Image_523.jpg,ice & snow sports,snow boarding
../archive (1)/train/polo/Image_524.jpg,equestrian & animal sports,polo
../archive (1)/train/weightlifting/Image_525.jpg,combat & strength sports,weightlifting
../archive (1)/train/fly fishing/Image_526.jpg,water,fly fishing
../archive (1)/train/giant slalom/Image_527.jpg,ice & snow sports,giant slalom
../archive (1)/train/bike polo/Image_528.jpg,motor & wheel racing,bike polo
../archive (1)/train/curling/Image_529.jpg,precision & target sports,curling
../archive (1)/train/ice climbing/Image_530.jpg,ice & snow sports,ice climbing
../archive (1)/train/formula 1 racing/Image_531.jpg,motor & wheel racing,formula 1 racing
../archive (1)/train/air hockey/Image_532.jpg,precision & target sports,air hockey
../archive (1)/train/horse jumping/Image_533.jpg,equestrian & animal sports,horse jumping
../archive (1)/train/roller derby/Image_534.jpg,field & team ball sports,roller derby
../archive (1)/train/barell racing/Image_535.jpg,equestrian & animal sports,barell racing
../archive (1)/train/cheerleading/Image_536.jpg,gymnastics,cheerleading
../archive (1)/train/tug of war/Image_537.jpg,combat & strength sports,tug of war
../archive (1)/train/figure skating men/Image_538.jpg,ice & snow sports,figure skating men
../archive (1)/train/bike polo/Image_539.jpg,motor & wheel racing,bike polo
../archive (1)/train/ultimate/Image_540.jpg,field & team ball sports,ultimate
../archive (1)/train/sumo wrestling/Image_541.jpg,combat & strength sports,sumo wrestling
../archive (1)/train/horse racing/Image_542.jpg,equestrian & animal sports,horse racing
../archive (1)/train/boxing/Image_543.jpg,combat & strength sports,boxing
../archive (1)/train/pole dancing/Image_544.jpg,gymnastics,pole dancing
../archive (1)/train/hockey/Image_545.jpg,ice & snow sports,hockey
../archive (1)/train/swimming/Image_546.jpg,water,swimming
../archive (1)/train/canoe slamon/Image_547.jpg,water,canoe slamon
../archive (1)/train/jousting/Image_548.jpg,combat & strength sports,jousting
../archive (1)/train/parallel bar/Image_549.jpg,gymnastics,parallel bar
../archive (1)/train/roller derby/Image_550.jpg,field & team ball sports,roller derby
../archive (1)/train/curling/Image_551.jpg,precision & target sports,curling
../archive (1)/train/water polo/Image_552.jpg,water,water polo
../archive (1)/train/judo/Image_553.jpg,combat & strength sports,judo
../archive (1)/train/high jump/Image_554.jpg,track & field athletics,high jump
../archive (1)/train/football/Image_555.jpg,field & team ball sports,football
../archive (1)/train/balance beam/Image_556.jpg,gymnastics,balance beam
../archive (1)/train/bungee jumping/Image_557.jpg,aerial,bungee jumping
../archive (1)/train/jousting/Image_558.jpg,combat & strength sports,jousting
../archive (1)/train/ultimate/Image_559.jpg,field & team ball sports,ultimate
../archive (1)/train/steer wrestling/Image_560.jpg,combat & strength sports,steer wrestling
../archive (1)/train/baseball/Image_561.jpg,field & team ball sports,baseball
../archive (1)/train/pole vault/Image_562.jpg,track & field athletics,pole vault
../archive (1)/train/rugby/Image_563.jpg,field & team ball sports,rugby
../archive (1)/train/sidecar racing/Image_564.jpg,motor & wheel racing,sidecar racing
../archive (1)/train/sidecar racing/Image_565.jpg,motor & wheel racing,sidecar racing
../archive (1)/train/sidecar racing/Image_566.jpg,motor & wheel racing,sidecar racing
../archive (1)/train/hockey/Image_567.jpg,ice & snow sports,hockey
../archive (1)/train/tug of war/Image_568.jpg,combat & strength sports,tug of war
